Date,F.Y,QUARTER,P_NO,PAYMENT TYPE,TYPE OF PRODUCT,Quantity,Price,Amount,TYPE OF ACCESSORY/MOBILE
11-09-2021,2021-2022,2,P/M/A9,CREDIT,MOBILE,1,16448.31,16948.31,MIDRANGE PHONE
17-09-2021,2021-2022,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.31,16948.31,MIDRANGE PHONE
04-07-2021,2021-2022,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
08-07-2021,2021-2022,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
11-07-2021,2021-2022,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
12-07-2021,2021-2022,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
14-07-2021,2021-2022,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
14-07-2021,2021-2022,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
14-07-2021,2021-2022,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
18-07-2021,2021-2022,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
18-07-2021,2021-2022,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
19-07-2021,2021-2022,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
21-07-2021,2021-2022,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
23-07-2021,2021-2022,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
24-07-2021,2021-2022,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
25-07-2021,2021-2022,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
26-07-2021,2021-2022,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
29-07-2021,2021-2022,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
30-07-2021,2021-2022,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
30-07-2021,2021-2022,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
30-07-2021,2021-2022,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
02-08-2021,2021-2022,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
02-08-2021,2021-2022,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
02-08-2021,2021-2022,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
03-08-2021,2021-2022,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
04-08-2021,2021-2022,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
05-08-2021,2021-2022,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
05-08-2021,2021-2022,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
06-08-2021,2021-2022,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
07-08-2021,2021-2022,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
07-08-2021,2021-2022,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
14-08-2021,2021-2022,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
16-08-2021,2021-2022,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
16-08-2021,2021-2022,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
18-08-2021,2021-2022,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
18-08-2021,2021-2022,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
19-08-2021,2021-2022,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
20-08-2021,2021-2022,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
21-08-2021,2021-2022,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
27-08-2021,2021-2022,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16777.12,17277.12,MIDRANGE PHONE
06-07-2021,2021-2022,2,P/M/A11,CREDIT,MOBILE,1,16835.6,17335.6,MIDRANGE PHONE
03-07-2021,2021-2022,2,P/M/A9,CREDIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
04-07-2021,2021-2022,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
05-07-2021,2021-2022,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
08-07-2021,2021-2022,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
09-07-2021,2021-2022,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
09-07-2021,2021-2022,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
10-07-2021,2021-2022,2,P/M/A9,CREDIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
24-07-2021,2021-2022,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
27-07-2021,2021-2022,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
28-07-2021,2021-2022,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
31-07-2021,2021-2022,2,P/M/A9,CREDIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
31-07-2021,2021-2022,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
05-08-2021,2021-2022,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
05-08-2021,2021-2022,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
17-08-2021,2021-2022,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
18-08-2021,2021-2022,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
20-08-2021,2021-2022,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
25-08-2021,2021-2022,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
28-08-2021,2021-2022,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
31-08-2021,2021-2022,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
31-08-2021,2021-2022,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
08-09-2021,2021-2022,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
01-07-2021,2021-2022,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
05-07-2021,2021-2022,2,P/M/A11,DEBIT,MOBILE,1,17355.93,17855.93,MIDRANGE PHONE
05-07-2021,2021-2022,2,P/M/A11,MOBILE PAYMENTS,MOBILE,1,17355.94,17855.94,MIDRANGE PHONE
30-07-2021,2021-2022,2,P/M/A11,CREDIT,MOBILE,1,17355.94,17855.94,MIDRANGE PHONE
01-07-2021,2021-2022,2,P/M/A9,DEBIT,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
03-07-2021,2021-2022,2,P/M/A9,CASH,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
08-07-2021,2021-2022,2,P/M/A9,CREDIT,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
09-07-2021,2021-2022,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
13-07-2021,2021-2022,2,P/M/A9,CREDIT,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
15-07-2021,2021-2022,2,P/M/A12,DEBIT,MOBILE,1,18990.68,19490.68,MIDRANGE PHONE
17-09-2021,2021-2022,2,P/M/A12,CREDIT,MOBILE,1,18991.52,19491.52,MIDRANGE PHONE
30-08-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
30-08-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
02-09-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
02-09-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
02-09-2021,2021-2022,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
06-09-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
07-09-2021,2021-2022,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
08-09-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
09-09-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
20-09-2021,2021-2022,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
20-09-2021,2021-2022,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
21-09-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
21-09-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
23-09-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
28-09-2021,2021-2022,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
15-08-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,19187.5,19687.5,MIDRANGE PHONE
16-07-2021,2021-2022,2,P/M/A13,CASH,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
22-07-2021,2021-2022,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
26-07-2021,2021-2022,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
28-07-2021,2021-2022,2,P/M/A13,MOBILE PAYMENTS,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
02-08-2021,2021-2022,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
12-08-2021,2021-2022,2,P/M/A13,CREDIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
18-08-2021,2021-2022,2,P/M/A13,CASH,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
20-08-2021,2021-2022,2,P/M/A13,MOBILE PAYMENTS,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
12-09-2021,2021-2022,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
21-09-2021,2021-2022,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
19-07-2021,2021-2022,2,P/M/A13,CREDIT,MOBILE,1,19455.36,19955.36,MIDRANGE PHONE
03-08-2021,2021-2022,2,P/M/A12,CREDIT,MOBILE,1,19838.14,20338.14,MIDRANGE PHONE
08-09-2021,2021-2022,2,P/M/A12,DEBIT,MOBILE,1,19838.14,20338.14,MIDRANGE PHONE
17-08-2021,2021-2022,2,P/M/A12,DEBIT,MOBILE,1,19838.98,20338.98,MIDRANGE PHONE
18-08-2021,2021-2022,2,P/M/A12,DEBIT,MOBILE,1,19838.98,20338.98,MIDRANGE PHONE
26-08-2021,2021-2022,2,P/M/A12,CASH,MOBILE,1,19838.98,20338.98,MIDRANGE PHONE
31-08-2021,2021-2022,2,P/M/A12,MOBILE PAYMENTS,MOBILE,1,19838.98,20338.98,MIDRANGE PHONE
05-07-2021,2021-2022,2,P/M/A13,DEBIT,MOBILE,1,20026.78,20526.78,MIDRANGE PHONE
13-07-2021,2021-2022,2,P/M/A13,MOBILE PAYMENTS,MOBILE,1,20026.79,20526.79,MIDRANGE PHONE
08-09-2021,2021-2022,2,P/M/A12,DEBIT,MOBILE,1,20261.86,20761.86,MIDRANGE PHONE
27-09-2021,2021-2022,2,P/M/A12,CREDIT,MOBILE,1,20261.86,20761.86,MIDRANGE PHONE
27-09-2021,2021-2022,2,P/M/A12,CASH,MOBILE,1,20261.86,20761.86,MIDRANGE PHONE
18-08-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
18-08-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
18-08-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
19-08-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
19-08-2021,2021-2022,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
19-08-2021,2021-2022,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
19-08-2021,2021-2022,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
19-08-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
21-08-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
25-08-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
26-08-2021,2021-2022,2,P/M/A15,CREDIT,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
24-08-2021,2021-2022,2,P/M/A72,DEBIT,MOBILE,1,20685.6,21185.6,MIDRANGE PHONE
07-07-2021,2021-2022,2,P/M/A12,CREDIT,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
07-07-2021,2021-2022,2,P/M/A12,CASH,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
08-07-2021,2021-2022,2,P/M/A12,CREDIT,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
08-07-2021,2021-2022,2,P/M/A12,DEBIT,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
08-07-2021,2021-2022,2,P/M/A12,CASH,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
13-07-2021,2021-2022,2,P/M/A12,CREDIT,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
12-08-2021,2021-2022,2,P/M/A12,MOBILE PAYMENTS,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
11-08-2021,2021-2022,2,P/M/A12,MOBILE PAYMENTS,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
13-08-2021,2021-2022,2,P/M/A12,DEBIT,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
13-07-2021,2021-2022,2,P/M/A14,CASH,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
13-07-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
14-07-2021,2021-2022,2,P/M/A14,CASH,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
18-07-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
19-07-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
19-07-2021,2021-2022,2,P/M/A14,CASH,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
22-07-2021,2021-2022,2,P/M/A14,CASH,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
22-07-2021,2021-2022,2,P/M/A14,CASH,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
25-07-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
26-07-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
27-07-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
27-07-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
02-08-2021,2021-2022,2,P/M/A14,CASH,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
04-08-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
04-08-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
05-08-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
05-08-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
05-08-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
09-08-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
14-08-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
15-08-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
16-08-2021,2021-2022,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
10-09-2021,2021-2022,2,P/M/A20,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
27-08-2021,2021-2022,2,P/M/A12,DEBIT,MOBILE,1,21533.06,22033.06,MIDRANGE PHONE
01-09-2021,2021-2022,2,P/M/A27,DEBIT,MOBILE,1,21732.14,22232.14,MIDRANGE PHONE
15-07-2021,2021-2022,2,P/M/A18,DEBIT,MOBILE,1,21951.78,22451.78,MIDRANGE PHONE
27-07-2021,2021-2022,2,P/M/A12,CASH,MOBILE,1,22380.5,22880.5,MIDRANGE PHONE
14-08-2021,2021-2022,2,P/M/A72,CREDIT,MOBILE,1,22380.5,22880.5,MIDRANGE PHONE
05-08-2021,2021-2022,2,P/M/A14,CREDIT,MOBILE,1,22705.36,23205.36,MIDRANGE PHONE
05-09-2021,2021-2022,2,P/M/A14,CASH,MOBILE,1,22705.36,23205.36,MIDRANGE PHONE
01-07-2021,2021-2022,2,P/M/A4,DEBIT,MOBILE,1,9372.88,9872.88,BUDGET PHONE
09-07-2021,2021-2022,2,P/M/A12,CREDIT,MOBILE,1,23227.96,23727.96,MIDRANGE PHONE
24-08-2021,2021-2022,2,P/M/A17,CREDIT,MOBILE,1,24499.15,24999.15,MIDRANGE PHONE
02-07-2021,2021-2022,2,P/M/A4,CASH,MOBILE,1,10516.1,11016.1,BUDGET PHONE
02-07-2021,2021-2022,2,P/M/A4,CREDIT,MOBILE,2,9901.69,20803.38,BUDGET PHONE
02-07-2021,2021-2022,2,P/M/A66,CASH,MOBILE,1,7126.28,7626.28,BUDGET PHONE
02-07-2021,2021-2022,2,P/M/A69,MOBILE PAYMENTS,MOBILE,1,12892.38,13392.38,BUDGET PHONE
02-07-2021,2021-2022,2,P/M/A8,DEBIT,MOBILE,1,13784.74,14284.74,BUDGET PHONE
02-07-2021,2021-2022,2,P/M/A8,CASH,MOBILE,1,13784.74,14284.74,BUDGET PHONE
03-07-2021,2021-2022,2,P/M/A50,MOBILE PAYMENTS,MOBILE,1,58821.18,59321.18,FLAGSHIP PHONE
03-07-2021,2021-2022,2,P/M/A66,MOBILE PAYMENTS,MOBILE,1,7126.28,7626.28,BUDGET PHONE
03-07-2021,2021-2022,2,P/M/A69,CASH,MOBILE,1,12892.38,13392.38,BUDGET PHONE
08-09-2021,2021-2022,2,P/M/A17,MOBILE PAYMENTS,MOBILE,1,24499.16,24999.16,MIDRANGE PHONE
11-09-2021,2021-2022,2,P/M/A17,CREDIT,MOBILE,1,24499.16,24999.16,MIDRANGE PHONE
04-07-2021,2021-2022,2,P/M/A5,MOBILE PAYMENTS,MOBILE,1,13482.2,13982.2,BUDGET PHONE
04-07-2021,2021-2022,2,P/M/A8,DEBIT,MOBILE,2,12892.37,26784.74,BUDGET PHONE
04-07-2021,2021-2022,2,P/M/A8,CASH,MOBILE,1,13058.48,13558.48,BUDGET PHONE
21-09-2021,2021-2022,2,P/M/A17,CASH,MOBILE,1,24499.16,24999.16,MIDRANGE PHONE
05-07-2021,2021-2022,2,P/M/A2,CREDIT,MOBILE,2,7300.85,15601.7,BUDGET PHONE
05-07-2021,2021-2022,2,P/M/A23,CREDIT,MOBILE,1,728.82,1228.82,BUDGET PHONE
06-07-2021,2021-2022,2,P/M/A67,MOBILE PAYMENTS,MOBILE,1,8821.18,9321.18,BUDGET PHONE
06-07-2021,2021-2022,2,P/M/A8,DEBIT,MOBILE,1,13784.74,14284.74,BUDGET PHONE
08-07-2022,2022-2023,2,P/A/22,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
08-07-2021,2021-2022,2,P/M/A12,MOBILE PAYMENTS,MOBILE,4,20303.39,83213.56,MIDRANGE PHONE
08-07-2021,2021-2022,2,P/M/A2,DEBIT,MOBILE,4,7300.84,31203.38,BUDGET PHONE
08-07-2021,2021-2022,2,P/M/A36,DEBIT,MOBILE,1,41872.04,42372.04,PREMIUM MIDRANGE PHONE
08-07-2021,2021-2022,2,P/M/A4,MOBILE PAYMENTS,MOBILE,1,9923.72,10423.72,BUDGET PHONE
08-07-2021,2021-2022,2,P/M/A4,CASH,MOBILE,1,11105.93,11605.93,BUDGET PHONE
08-07-2021,2021-2022,2,P/M/A47,CREDIT,MOBILE,1,59244.92,59744.92,FLAGSHIP PHONE
08-07-2021,2021-2022,2,P/M/A48,CREDIT,MOBILE,1,64939.84,65439.84,FLAGSHIP PHONE
08-07-2021,2021-2022,2,P/M/A48,MOBILE PAYMENTS,MOBILE,1,65600.84,66100.84,FLAGSHIP PHONE
08-07-2021,2021-2022,2,P/M/A48,DEBIT,MOBILE,1,65600.84,66100.84,FLAGSHIP PHONE
08-07-2021,2021-2022,2,P/M/A67,MOBILE PAYMENTS,MOBILE,1,8821.18,9321.18,BUDGET PHONE
08-07-2021,2021-2022,2,P/M/A73,DEBIT,MOBILE,1,33397.46,33897.46,PREMIUM MIDRANGE PHONE
09-07-2022,2022-2023,2,P/A/22,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
09-07-2021,2021-2022,2,P/M/A73,DEBIT,MOBILE,1,33397.46,33897.46,PREMIUM MIDRANGE PHONE
10-07-2022,2022-2023,2,P/A/21,CREDIT,ACCESSORY,1,508.48,1008.48,CHARGER 
10-07-2022,2022-2023,2,P/A/21,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
10-07-2021,2021-2022,2,P/M/A46,DEBIT,MOBILE,1,53652.54,54152.54,FLAGSHIP PHONE
10-07-2021,2021-2022,2,P/M/A67,MOBILE PAYMENTS,MOBILE,1,10516.1,11016.1,BUDGET PHONE
10-07-2021,2021-2022,2,P/M/A76,DEBIT,MOBILE,1,61872.88,62372.88,FLAGSHIP PHONE
10-07-2021,2021-2022,2,P/M/A77,DEBIT,MOBILE,1,39330.5,39830.5,PREMIUM MIDRANGE PHONE
13-07-2021,2021-2022,2,P/M/A5,MOBILE PAYMENTS,MOBILE,1,13482.2,13982.2,BUDGET PHONE
13-07-2021,2021-2022,2,P/M/A67,DEBIT,MOBILE,1,8821.18,9321.18,BUDGET PHONE
13-07-2021,2021-2022,2,P/M/A69,CREDIT,MOBILE,1,12892.38,13392.38,BUDGET PHONE
15-07-2021,2021-2022,2,P/M/A49,MOBILE PAYMENTS,MOBILE,1,102550,103050,LUXURY PHONE
15-07-2021,2021-2022,2,P/M/A5,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
15-07-2021,2021-2022,2,P/M/A67,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
16-07-2021,2021-2022,2,P/M/A5,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
17-07-2021,2021-2022,2,P/M/A66,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
17-07-2021,2021-2022,2,P/M/A9,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
20-07-2022,2022-2023,2,P/A/22,MOBILE PAYMENTS,ACCESSORY,1,102550,103050,CHARGER 
20-07-2021,2021-2022,2,P/M/A5,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
20-07-2021,2021-2022,2,P/M/A66,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
20-07-2021,2021-2022,2,P/M/A66,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
20-07-2021,2021-2022,2,P/M/A67,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
20-07-2021,2021-2022,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,102550,103050,LUXURY PHONE
20-07-2021,2021-2022,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,102550,103050,LUXURY PHONE
20-07-2021,2021-2022,2,P/M/A9,DEBIT,MOBILE,1,102550,103050,LUXURY PHONE
21-07-2021,2021-2022,2,P/M/A9,DEBIT,MOBILE,1,102550,103050,LUXURY PHONE
22-07-2021,2021-2022,2,P/M/A12,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
22-07-2021,2021-2022,2,P/M/A12,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
22-07-2021,2021-2022,2,P/M/A35,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
22-07-2021,2021-2022,2,P/M/A9,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
23-07-2021,2021-2022,2,P/M/A23,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
23-07-2021,2021-2022,2,P/M/A48,CREDIT,MOBILE,1,102550,103050,LUXURY PHONE
24-07-2021,2021-2022,2,P/M/A12,MOBILE PAYMENTS,MOBILE,1,102550,103050,LUXURY PHONE
24-07-2021,2021-2022,2,P/M/A12,DEBIT,MOBILE,1,102550,103050,LUXURY PHONE
24-07-2021,2021-2022,2,P/M/A17,MOBILE PAYMENTS,MOBILE,1,102550,103050,LUXURY PHONE
24-07-2021,2021-2022,2,P/M/A47,CREDIT,MOBILE,3,58605.93,103050,FLAGSHIP PHONE
24-07-2021,2021-2022,2,P/M/A73,MOBILE PAYMENTS,MOBILE,1,33397.46,33897.46,PREMIUM MIDRANGE PHONE
27-07-2021,2021-2022,2,P/M/A66,CREDIT,MOBILE,1,6618.64,7118.64,BUDGET PHONE
28-07-2021,2021-2022,2,P/M/A5,MOBILE PAYMENTS,MOBILE,1,12211.02,12711.02,BUDGET PHONE
29-07-2021,2021-2022,2,P/M/A5,MOBILE PAYMENTS,MOBILE,1,13058.48,13558.48,BUDGET PHONE
